CURVENO,SUBMU,FU,SI,AC10,PW,PR,PJ,SB,SW,BF,CE,OC,HE,PO,PB,BW,MH,QR,YB,OH
1,4w,PwDom,Prsnt,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4w,PwDom,Prsnt,15,2.81,0.60,0.28,0.21,0.25,0.30,0.66,0.00,0.00,0.74,0.00,0.29,0.00,0.00,0.00,0.01
1,4w,PwDom,Prsnt,25,9.66,2.05,0.82,0.80,0.71,1.10,1.09,0.00,0.00,2.63,0.00,1.02,0.00,0.00,0.00,0.05
1,4w,PwDom,Prsnt,35,20.55:quote,4.36,1.55,1.53,1.21,2.06,1.47,0.00,0.00,5.57,0.00,2.18,0.00,0.00,0.00,0.12
1,4w,PwDom,Prsnt,45,34.73,7.39,2.37,2.14,1.65,2.81,1.78,0.00,0.00,9.14,0.00,3.67,0.00,0.00,0.00,0.20
1,4w,PwDom,Prsnt,55,50.99,10.92,3.21,2.56,2.00,3.28,2.04,0.00,0.00,12.85,0.00,5.33,0.00,0.00,0.00,0.28
1,4w,PwDom,Prsnt,65,68.02,14.69,3.99,2.84,2.26,3.59,2.23,0.00,0.00,16.24,0.00,7.02,0.00,0.00,0.00,0.38
1,4w,PwDom,Prsnt,75,84.70,18.50,4.66,3.05,2.45,3.79,2.36,0.00,0.00,19.04,0.00,8.62,0.00,0.00,0.00,0.46
1,4w,PwDom,Prsnt,85,100.10,22.16,5.18,3.19,2.57,3.90,2.43,0.00,0.00,21.10,0.00,10.02,0.00,0.00,0.00,0.54
1,4w,PwDom,Prsnt,95,113.51,25.51,5.53,3.29,2.65,3.95,2.45,0.00,0.00,22.39,0.00,11.18,0.00,0.00,0.00,0.61
1,4w,PwDom,Prsnt,105,124.40,28.44,5.71,3.34,2.70,3.94,2.42,0.00,0.00,22.96,0.00,12. 05,0.00,0.00,0.00,0.67
1,4w,PwDom,Prsnt,115,132.46,30.85,5.73,3.34,2.70,3.88,2.36,0.00,0.00,22.90,0.00,12.62,0.00,0.00,0.00,0.71
1,4w,PwDom,Prsnt,125,137.51,32.67,5.59,3.31,2.68,3.77,2.26,0.00,0.00,22.32,0.00,12.89,0.00,0.00,0.00,0.74
1,4w,PwDom,Prsnt,135,139.57,33.88,5.32,3.24,2.62,3.62,2.13,0.00,0.00,21.34,0.00,12.89,0.00,0.00,0.00,0.75
1,4w,PwDom,Prsnt,145,138.79,34.46,4.95,3.14,2.54,3.43,1.98,0.00,0.00,20.05,0.00,12.63,0.00,0.00,0.00,0.75
1,4w,PwDom,Prsnt,155,135.43,34.43,4.52,3.00,2.43,3.22,1.81,0.00,0.00,18.56,0.00,12.16,0.00,0.00,0.00,0.73
1,4w,PwDom,Prsnt,165,129.84,33.83,4.04,2.85,2.31,2.99,1.63,0.00,0.00,16.94,0.00,11.52,0.00,0.00,0.00,0.71
1,4w,PwDom,Prsnt,175,122.44,32.73,3.54,2.67,2.16,2.75,1.45,0.00,0.00,15.27,0.00,10.75,0.00,0.00,0.00,0.67
1,4w,PwDom,Prsnt,185,113.65,31.19,3.06,2.48,2.01,2.50,1.28,0.00,0.00,13.60,0.00,9.89,0.00,0.00,0.00,0.62
1,4w,PwDom,Prsnt,195,103.92,29.30,2.59,2.28,1.85,2.24,1.11,0.00,0.00,11.97,0.00,8.97,0.00,0.00,0.00,0.57
1,4w,PwDom,Prsnt,205,93.67,27.16,2.16,2.07,1.68,1.99,0.95,0.00,0.00,10.41,0.00,8.03,0.00,0.00,0.00,0.52
1,4w,PwDom,Prsnt,215,83.26,24.83,1.78,1.86,1.51,1.75,0.80,0.00,0.00,8.96,0.00,7.10,0.00,0.00,0.00,0.46
1,4w,PwDom,Prsnt,225,73.02,22.42,1.44,1.66,1.34,1.52,0.67,0.00,0.00,7.62,0.00,6.20,0.00,0.00,0.00,0.41
1,4w,PwDom,Prsnt,235,63.20,19.98,1.15,1.46,1.18,1.31,0.55,0.00,0.00,6.42,0.00,5.35,0.00,0.00,0.00,0.35
1,4w,PwDom,Prsnt,245,54.01,17.60,0.90,1.27,1.03,1.11,0.45,0.00,0.00,5.34,0.00,4.56,0.00,0.00,0.00,0.30
1,4w,PwDom,Prsnt,255,45.58,15.31,0.70,1.09,0.89,0.94,0.36,0.00,0.00,4.40,0.00,3.84,0.00,0.00,0.00,0.25
2,4w,PwDom,Exten,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,4w,PwDom,Exten,15,2.16,0.55,0.23,0.12,0.32,0.40,0.55,0.00,0.00,0.81,0.00,0.14,0.00,0.02,0.00,0.02
2,4w,PwDom,Exten,25,7.42,1.88,0.68,0.44,0.89,1.48,0.91,0.00,0.00,2.88,0.00,0.50,0.00,0.07,0.00,0.07
2,4w,PwDom,Exten,35,15.86,4.03,1.30,0.86,1.52,2.78,1.23,0.00,0.00,6.12,0.00,1.07,0.00,0.15,0.00,0.15
2,4w,PwDom,Exten,45,26.98,6.88,2.01,1.20,2.10,3.80,1.51,0.00,0.00,10.11,0.00,1.81,0.00,0.26,0.00,0.25
2,4w,PwDom,Exten,55,39.85,10.22,2.73,1.45,2.56,4.47,1.73,0.00,0.00,14.30,0.00,2.64,0.00,0.38,0.00,0.36
2,4w,PwDom,Exten,65,53.45,13.83,3.42,1.62,2.90,4.92,1.91,0.00,0.00,18.17,0.00,3.50,0.00,0.51,0.00,0.48
2,4w,PwDom,Exten,75,66.84,17.49,4.00,1.74,3.15,5.21,2.02,0.00,0.00,21.40,0.00,4.32,0.00,0.64,0.00,0.60
2,4w,PwDom,Exten,85,79.30,21.03,4.47,1.83,3.33,5.39,2.09,0.00,0.00,23.80,0.00,5.04,0.00,0.77,0.00,0.71
2,4w,PwDom,Exten,95,90.23,24.29,4.79,1.89,3.45,5.48,2.12,0.00,0.00,25.34,0.00,5.64,0.00,0.87,0.00,0.80
2,4w,PwDom,Exten,105,99.19,27.16,4.96,1.93,3.51,5.48,2.10,0.00,0.00,26.07,0.00,6.10,0.00,0.96,0.00,0.87
2,4w,PwDom,Exten,115,105.89,29.54,4.98,1.94,3.53,5.40,2.05,0.00,0.00,26.07,0.00,6.40,0.00,1.02,0.00,0.93
2,4w,PwDom,Exten,125,110.18,31.36,4.87,1.92,3.50,5.26,1.97,0.00,0.00,25.47,0.00,6.56,0.00,1.07,0.00,0.97
2,4w,PwDom,Exten,135,112.06,32.58,4.65,1.89,3.44,5.06,1.86,0.00,0.00,24.39,0.00,6.57,0.00,1.09,0.00,0.99
2,4w,PwDom,Exten,145,111.62,33.19,4.34,1.83,3.34,4.81,1.73,0.00,0.00,22.96,0.00,6.45,0.00,1.09,0.00,0.99
2,4w,PwDom,Exten,155,109.08,33.21,3.96,1.75,3.20,4.52,1.59,0.00,0.00,21.28,0.00,6.22,0.00,1.06,0.00,0.97
2,4w,PwDom,Exten,165,104.71,32.68,3.55,1.67,3.04,4.21,1.43,0.00,0.00,19.46,0.00,5.90,0.00,1.02,0.00,0.93
2,4w,PwDom,Exten,175,98.84,31.65,3.11,1.56,2.85,3.87,1.28,0.00,0.00,17.55,0.00,5.51,0.00,0.97,0.00,0.88
2,4w,PwDom,Exten,185,91.83,30.19,2.69,1.45,2.65,3.52,1.12,0.00,0.00,15.64,0.00,5.07,0.00,0.90,0.00,0.82
2,4w,PwDom,Exten,195,84.04,28.38,2.28,1.33,2.44,3.16,0.98,0.00,0.00,13.78,0.00,4.60,0.00,0.83,0.00,0.76
2,4w,PwDom,Exten,205,75.79,26.32,1.90,1.21,2.22,2.81,0.83,0.00,0.00,12.00,0.00,4.12,0.00,0.75,0.00,0.68
2,4w,PwDom,Exten,215,67.41,24.08,1.57,1.09,2.00,2.47,0.71,0.00,0.00,10.33,0.00,3.65,0.00,0.67,0.00,0.61
2,4w,PwDom,Exten,225,59.14,21.75,1.27,0.97,1.78,2.15,0.59,0.00,0.00,8.79,0.00,3.19,0.00,0.59,0.00,0.54
2,4w,PwDom,Exten,235,51.21,19.39,1.01,0.86,1.57,1.85,0.48,0.00,0.00,7.41,0.00,2.75,0.00,0.52,0.00,0.47
2,4w,PwDom,Exten,245,43.77,17.08,0.80,0.74,1.36,1.58,0.39,0.00,0.00,6.17,0.00,2.35,0.00,0.44,0.00,0.40
2,4w,PwDom,Exten,255,36.95,14.87,0.62,0.64,1.18,1.33,0.32,0.00,0.00,5.08,0.00,1.98,0.00,0.38,0.00,0.34
3,4w,PwDom,Basc1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,4w,PwDom,Basc1,15,2.81,0.60,0.28,0.21,0.25,0.30,0.66,0.00,0.00,0.74,0.00,0.29,0.00,0.00,0.00,0.01
3,4w,PwDom,Basc1,25,9.66,2.05,0.82,0.80,0.71,1.10,1.09,0.00,0.00,2.63,0.00,1.02,0.00,0.00,0.00,0.05
3,4w,PwDom,Basc1,35,20.55,4.36,1.55,1.53,1.21,2.06,1.47,0.00,0.00,5.57,0.00,2.18,0.00,0.00,0.00,0.12
3,4w,PwDom,Basc1,45,34.73,7.39,2.37,2.14,1.65,2.81,1.78,0.00,0.00,9.14,0.00,3.67,0.00,0.00,0.00,0.20
3,4w,PwDom,Basc1,55,50.99,10.92,3.21,2.56,2.00,3.28,2.04,0.00,0.00,12.85,0.00,5.33,0.00,0.00,0.00,0.28
3,4w,PwDom,Basc1,65,68.02,14.69,3.99,2.84,2.26,3.59,2.23,0.00,0.00,16.24,0.00,7.02,0.00,0.00,0.00,0.38
3,4w,PwDom,Basc1,75,84.70,18.50,4.66,3.05,2.45,3.79,2.36,0.00,0.00,19.04,0.00,8.62,0.00,0.00,0.00,0.46
3,4w,PwDom,Basc1,85,100.10,22.16,5.18,3.19,2.57,3.90,2.43,0.00,0.00,21.10,0.00,10.02,0.00,0.00,0.00,0.54
3,4w,PwDom,Basc1,95,113.51,25.51,5.53,3.29,2.65,3.95,2.45,0.00,0.00,22.39,0.00,11.18,0.00,0.00,0.00,0.61
3,4w,PwDom,Basc1,105,124.40,28.44,5.71,3.34,2.70,3.94,2.42,0.00,0.00,22.96,0.00,12.05,0.00,0.00,0.00,0.67
3,4w,PwDom,Basc1,115,132.46,30.85,5.73,3.34,2.70,3.88,2.36,0.00,0.00,22.90,0.00,12.62,0.00,0.00,0.00,0.71
3,4w,PwDom,Basc1,125,137.51,32.67,5.59,3.31,2.68,3.77,2.26,0.00,0.00,22.32,0.00,12.89,0.00,0.00,0.00,0.74
3,4w,PwDom,Basc1,135,139.57,33.88,5.32,3.24,2.62,3.62,2.13,0.00,0.00,21.34,0.00,12.89,0.00,0.00,0.00,0.75
3,4w,PwDom,Basc1,145,138.79,34.46,4.95,3.14,2.54,3.43,1.98,0.00,0.00,20.05,0.00,12.63,0.00,0.00,0.00,0.75
3,4w,PwDom,Basc1,155,135.43,34.43,4.52,3.00,2.43,3.22,1.81,0.00,0.00,18.56,0.00,12.16,0.00,0.00,0.00,0.73
3,4w,PwDom,Basc1,165,129.84,33.83,4.04,2.85,2.31,2.99,1.63,0.00,0.00,16.94,0.00,11.52,0.00,0.00,0.00,0.71
3,4w,PwDom,Basc1,175,122.44,32.73,3.54,2.67,2.16,2.75,1.45,0.00,0.00,15.27,0.00,10.75,0.00,0.00,0.00,0.67
3,4w,PwDom,Basc1,185,113.65,31.19,3.06,2.48,2.01,2.50,1.28,0.00,0.00,13.60,0.00,9.89,0.00,0.00,0.00,0.62
3,4w,PwDom,Basc1,195,103.92,29.30,2.59,2.28,1.85,2.24,1.11,0.00,0.00,11.97,0.00,8.97,0.00,0.00,0.00,0.57
3,4w,PwDom,Basc1,205,93.67,27.16,2.16,2.07,1.68,1.99,0.95,0.00,0.00,10.41,0.00,8.03,0.00,0.00,0.00,0.52
3,4w,PwDom,Basc1,215,83.26,24.83,1.78,1.86,1.51,1.75,0.80,0.00,0.00,8.96,0.00,7.10,0.00,0.00,0.00,0.46
3,4w,PwDom,Basc1,225,73.02,22.42,1.44,1.66,1.34,1.52,0.67,0.00,0.00,7.62,0.00,6.20,0.00,0.00,0.00,0.41
3,4w,PwDom,Basc1,235,63.20,19.98,1.15,1.46,1.18,1.31,0.55,0.00,0.00,6.42,0.00,5.35,0.00,0.00,0.00,0.35
3,4w,PwDom,Basc1,245,54.01,17.60,0.90,1.27,1.03,1.11,0.45,0.00,0.00,5.34,0.00,4.56,0.00,0.00,0.00,0.30
3,4w,PwDom,Basc1,255,45.58,15.31,0.70,1.09,0.89,0.94,0.36,0.00,0.00,4.40,0.00,3.84,0.00,0.00,0.00,0.25
4,4w,PwDom,Intn1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,4w,PwDom,Intn1,15,2.81,0.60,0.28,0.21,0.25,0.30,0.66,0.00,0.00,0.74,0.00,0.29,0.00,0.00,0.00,0.01
4,4w,PwDom,Intn1,25,9.66,2.05,0.82,0.80,0.71,1.10,1.09,0.00,0.00,2.63,0.00,1.02,0.00,0.00,0.00,0.05
4,4w,PwDom,Intn1,35,20.55,4.36,1.55,1.53,1.21,2.06,1.47,0.00,0.00,5.57,0.00,2.18,0.00,0.00,0.00,0.12
4,4w,PwDom,Intn1,45,34.73,7.39,2.37,2.14,1.65,2.81,1.78,0.00,0.00,9.14,0.00,3.67,0.00,0.00,0.00,0.20
4,4w,PwDom,Intn1,55,50.99,10.92,3.21,2.56,2.00,3.28,2.04,0.00,0.00,12.85,0.00,5.33,0.00,0.00,0.00,0.28
4,4w,PwDom,Intn1,65,68.02,14.69,3.99,2.84,2.26,3.59,2.23,0.00,0.00,16.24,0.00,7.02,0.00,0.00,0.00,0.38
4,4w,PwDom,Intn1,75,84.70,18.50,4.66,3.05,2.45,3.79,2.36,0.00,0.00,19.04,0.00,8.62,0.00,0.00,0.00,0.46
4,4w,PwDom,Intn1,85,100.10,22.16,5.18,3.19,2.57,3.90,2.43,0.00,0.00,21.10,0.00,10.02,0.00,0.00,0.00,0.54
4,4w,PwDom,Intn1,95,113.51,25.51,5.53,3.29,2.65,3.95,2.45,0.00,0.00,22.39,0.00,11.18,0.00,0.00,0.00,0.61
4,4w,PwDom,Intn1,105,124.40,28.44,5.71,3.34,2.70,3.94,2.42,0.00,0.00,22.96,0.00,12.05,0.00,0.00,0.00,0.67
4,4w,PwDom,Intn1,115,132.46,30.85,5.73,3.34,2.70,3.88,2.36,0.00,0.00,22.90,0.00,12.62,0.00,0.00,0.00,0.71
4,4w,PwDom,Intn1,125,137.51,32.67,5.59,3.31,2.68,3.77,2.26,0.00,0.00,22.32,0.00,12.89,0.00,0.00,0.00,0.74
4,4w,PwDom,Intn1,135,139.57,33.88,5.32,3.24,2.62,3.62,2.13,0.00,0.00,21.34,0.00,12.89,0.00,0.00,0.00,0.75
4,4w,PwDom,Intn1,145,138.79,34.46,4.95,3.14,2.54,3.43,1.98,0.00,0.00,20.05,0.00,12.63,0.00,0.00,0.00,0.75
4,4w,PwDom,Intn1,155,135.43,34.43,4.52,3.00,2.43,3.22,1.81,0.00,0.00,18.56,0.00,12.16,0.00,0.00,0.00,0.73
4,4w,PwDom,Intn1,165,129.84,33.83,4.04,2.85,2.31,2.99,1.63,0.00,0.00,16.94,0.00,11.52,0.00,0.00,0.00,0.71
4,4w,PwDom,Intn1,175,122.44,32.73,3.54,2.67,2.16,2.75,1.45,0.00,0.00,15.27,0.00,10.75,0.00,0.00,0.00,0.67
4,4w,PwDom,Intn1,185,113.65,31.19,3.06,2.48,2.01,2.50,1.28,0.00,0.00,13.60,0.00,9.89,0.00,0.00,0.00,0.62
4,4w,PwDom,Intn1,195,103.92,29.30,2.59,2.28,1.85,2.24,1.11,0.00,0.00,11.97,0.00,8.97,0.00,0.00,0.00,0.57
4,4w,PwDom,Intn1,205,93.67,27.16,2.16,2.07,1.68,1.99,0.95,0.00,0.00,10.41,0.00,8.03,0.00,0.00,0.00,0.52
4,4w,PwDom,Intn1,215,83.26,24.83,1.78,1.86,1.51,1.75,0.80,0.00,0.00,8.96,0.00,7.10,0.00,0.00,0.00,0.46
4,4w,PwDom,Intn1,225,73.02,22.42,1.44,1.66,1.34,1.52,0.67,0.00,0.00,7.62,0.00,6.20,0.00,0.00,0.00,0.41
4,4w,PwDom,Intn1,235,63.20,19.98,1.15,1.46,1.18,1.31,0.55,0.00,0.00,6.42,0.00,5.35,0.00,0.00,0.00,0.35
4,4w,PwDom,Intn1,245,54.01,17.60,0.90,1.27,1.03,1.11,0.45,0.00,0.00,5.34,0.00,4.56,0.00,0.00,0.00,0.30
4,4w,PwDom,Intn1,255,45.58,15.31,0.70,1.09,0.89,0.94,0.36,0.00,0.00,4.40,0.00,3.84,0.00,0.00,0.00,0.25
5,4w,PrDom,Prsnt,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,15,1.29,18.63,2.02,0.24,0.00,0.20,0.00,0.00,0.00,0.82,0.00,0.34,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,25,3.36,48.20,4.48,0.69,0.00,0.58,0.00,0.00,0.00,2.23,0.00,0.91,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,35,5.90,84.54,6.98,1.09,0.00,0.90,0.00,0.00,0.00,3.90,0.00,1.61,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,45,8.57,123.13,9.20,1.31,0.00,1.05,0.00,0.00,0.00,5.51,0.00,2.33,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,55,11.11,160.59,11.00,1.38,0.00,1.08,0.00,0.00,0.00,6.83,0.00,2.99,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,65,13.35,194.58,12.30,1.38,0.00,1.07,0.00,0.00,0.00,7.78,0.00,3.54,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,75,15.17,223.56,13.09,1.35,0.00,1.03,0.00,0.00,0.00,8.32,0.00,3.97,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,85,16.51,246.63,13.40,1.30,0.00,0.97,0.00,0.00,0.00,8.49,0.00,4.25,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,95,17.37,263.39,13.28,1.24,0.00,0.91,0.00,0.00,0.00,8.36,0.00,4.40,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,105,17.75,273.81,12.79,1.18,0.00,0.85,0.00,0.00,0.00,8.00,0.00,4.42,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,115,17.70,278.14,12.01,1.10,0.00,0.78,0.00,0.00,0.00,7.47,0.00,4.34,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,125,17.27,276.87,11.01,1.03,0.00,0.71,0.00,0.00,0.00,6.84,0.00,4.16,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,135,16.53,270.62,9.88,0.95,0.00,0.65,0.00,0.00,0.00,6.16,0.00,3.92,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,145,15.53,260.17,8.70,0.87,0.00,0.58,0.00,0.00,0.00,5.48,0.00,3.63,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,155,14.36,246.29,7.51,0.79,0.00,0.51,0.00,0.00,0.00,4.80,0.00,3.32,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,165,13.07,229.82,6.38,0.71,0.00,0.45,0.00,0.00,0.00,4.16,0.00,2.98,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,175,11.73,211.55,5.33,0.63,0.00,0.40,0.00,0.00,0.00,3.57,0.00,2.65,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,185,10.38,192.21,4.38,0.56,0.00,0.34,0.00,0.00,0.00,3.03,0.00,2.32,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,195,9.06,172.46,3.55,0.49,0.00,0.29,0.00,0.00,0.00,2.54,0.00,2.01,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,205,7.81,152.89,2.83,0.42,0.00,0.25,0.00,0.00,0.00,2.12,0.00,1.72,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,215,6.65,133.95,2.23,0.36,0.00,0.21,0.00,0.00,0.00,1.74,0.00,1.46,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,225,5.60,116.02,1.73,0.31,0.00,0.17,0.00,0.00,0.00,1.42,0.00,1.22,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,235,4.65,99.37,1.33,0.26,0.00,0.14,0.00,0.00,0.00,1.15,0.00,1.01,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,245,3.83,84.17,1.01,0.22,0.00,0.12,0.00,0.00,0.00,0.92,0.00,0.83,0.00,0.00,0.00,0.00
5,4w,PrDom,Prsnt,255,3.11,70.53,0.75,0.18,0.00,0.09,0.00,0.00,0.00,0.73,0.00,0.67,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,15,1.01,20.06,0.93,0.00,0.00,0.18,0.00,0.00,0.00,0.19,0.00,0.07,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,25,2.60,51.18,2.03,0.00,0.00,0.52,0.00,0.00,0.00,0.51,0.00,0.20,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,35,4.49,88.35,3.12,0.00,0.00,0.79,0.00,0.00,0.00,0.87,0.00,0.35,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,45,6.44,126.92,4.05,0.00,0.00,0.91,0.00,0.00,0.00,1.22,0.00,0.50,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,55,8.25,163.63,4.79,0.00,0.00,0.93,0.00,0.00,0.00,1.49,0.00,0.64,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,65,9.82,196.36,5.30,0.00,0.00,0.90,0.00,0.00,0.00,1.69,0.00,0.75,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,75,11.06,223.77,5.60,0.00,0.00,0.86,0.00,0.00,0.00,1.79,0.00,0.84,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,85,11.96,245.16,5.69,0.00,0.00,0.81,0.00,0.00,0.00,1.81,0.00,0.89,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,95,12.51,260.26,5.61,0.00,0.00,0.76,0.00,0.00,0.00,1.77,0.00,0.92,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,105,12.72,269.15,5.37,0.00,0.00,0.70,0.00,0.00,0.00,1.69,0.00,0.92,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,115,12.62,272.17,5.02,0.00,0.00,0.64,0.00,0.00,0.00,1.57,0.00,0.90,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,125,12.27,269.86,4.59,0.00,0.00,0.58,0.00,0.00,0.00,1.43,0.00,0.86,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,135,11.70,262.88,4.10,0.00,0.00,0.53,0.00,0.00,0.00,1.29,0.00,0.80,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,145,10.96,251.97,3.60,0.00,0.00,0.47,0.00,0.00,0.00,1.14,0.00,0.74,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,155,10.11,237.92,3.10,0.00,0.00,0.42,0.00,0.00,0.00,0.99,0.00,0.67,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,165,9.18,221.52,2.63,0.00,0.00,0.37,0.00,0.00,0.00,0.86,0.00,0.61,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,175,8.22,203.52,2.19,0.00,0.00,0.32,0.00,0.00,0.00,0.74,0.00,0.54,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,185,7.26,184.61,1.80,0.00,0.00,0.27,0.00,0.00,0.00,0.62,0.00,0.47,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,195,6.33,165.41,1.45,0.00,0.00,0.23,0.00,0.00,0.00,0.52,0.00,0.40,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,205,5.45,146.46,1.16,0.00,0.00,0.20,0.00,0.00,0.00,0.43,0.00,0.35,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,215,4.64,128.19,0.91,0.00,0.00,0.17,0.00,0.00,0.00,0.36,0.00,0.29,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,225,3.90,110.93,0.71,0.00,0.00,0.14,0.00,0.00,0.00,0.29,0.00,0.24,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,235,3.24,94.94,0.54,0.00,0.00,0.11,0.00,0.00,0.00,0.23,0.00,0.20,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,245,2.66,80.37,0.41,0.00,0.00,0.09,0.00,0.00,0.00,0.19,0.00,0.16,0.00,0.00,0.00,0.00
6,4w,PrDom,Exten,255,2.16,67.31,0.30,0.00,0.00,0.07,0.00,0.00,0.00,0.15,0.00,0.13,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,15,1.29,18.63,2.02,0.24,0.00,0.20,0.00,0.00,0.00,0.82,0.00,0.34,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,25,3.36,48.20,4.48,0.69,0.00,0.58,0.00,0.00,0.00,2.23,0.00,0.91,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,35,5.90,84.54,6.98,1.09,0.00,0.90,0.00,0.00,0.00,3.90,0.00,1.61,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,45,8.57,123.13,9.20,1.31,0.00,1.05,0.00,0.00,0.00,5.51,0.00,2.33,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,55,11.11,160.59,11.00,1.38,0.00,1.08,0.00,0.00,0.00,6.83,0.00,2.99,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,65,13.35,194.58,12.30,1.38,0.00,1.07,0.00,0.00,0.00,7.78,0.00,3.54,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,75,15.17,223.56,13.09,1.35,0.00,1.03,0.00,0.00,0.00,8.32,0.00,3.97,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,85,16.51,246.63,13.40,1.30,0.00,0.97,0.00,0.00,0.00,8.49,0.00,4.25,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,95,17.37,263.39,13.28,1.24,0.00,0.91,0.00,0.00,0.00,8.36,0.00,4.40,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,105,17.75,273.81,12.79,1.18,0.00,0.85,0.00,0.00,0.00,8.00,0.00,4.42,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,115,17.70,278.14,12.01,1.10,0.00,0.78,0.00,0.00,0.00,7.47,0.00,4.34,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,125,17.27,276.87,11.01,1.03,0.00,0.71,0.00,0.00,0.00,6.84,0.00,4.16,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,135,16.53,270.62,9.88,0.95,0.00,0.65,0.00,0.00,0.00,6.16,0.00,3.92,0.00,0.00,0.00,0.00
7,4w,PrDom,Basc1,145,15.53,260.17,8.70,0.87,0.00,0.58,0.00,0.00,0.00,5.48,0.00,3.63,0.00,0.00,0.00,0.00
